cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
054154,2023,assign_county,06085,"Santa Clara County, California",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Santa Clara County, California (06085) for provider 054154 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SAN JOSE BEHAVIORAL HEALTH,CA,SANN JOSE,95138,455 SILICON VALLEY BLVD,external_geocode_required,external_census_context_only,Non_Exact,"455 SILICON VALLEY BLVD, SAN JOSE, CA, 95138",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
500021,2024,assign_county,53053,"Pierce County, Washington",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Pierce County, Washington (53053) for provider 500021 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST CLARE HOSPITAL,WA,LAKEWOOD,98499,11315 BRIDGEPORT WAY SW,external_geocode_required,external_census_candidate_ready,Exact,"11315 BRIDGEPORT WAY SW, LAKEWOOD, WA, 98499",0.97,provider_original,accepted,,False
310025,2023,assign_county,34017,"Hudson County, New Jersey",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hudson County, New Jersey (34017) for provider 310025 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BAYONNE MEDICAL CENTER,NJ,BAYONNE,07002,29 EAST 29TH STREET,external_geocode_required,external_census_candidate_ready,Exact,"29 E 29TH ST, BAYONNE, NJ, 07002",0.97,provider_original,accepted,,False
210028,2024,assign_county,24037,"St. Mary's County, Maryland",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to St. Mary's County, Maryland (24037) for provider 210028 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST. MARYS HOSPITAL,MD,LEONARDTOWN,20650,25500 POINT LOOKOUT RD,external_geocode_required,external_census_candidate_ready,Exact,"25500 POINT LOOKOUT RD, LEONARDTOWN, MD, 20650",0.97,provider_original,accepted,,False
230142,2024,assign_county,26163,"Wayne County, Michigan",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Wayne County, Michigan (26163) for provider 230142 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COREWELL HEALTH WAYNE,MI,WAYNE,48184,33155 ANNAPOLIS AVENUE,external_geocode_required,external_census_context_only,Non_Exact,"33155 ANNAPOLIS ST, WAYNE, MI, 48184",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
220019,2023,assign_county,25027,"Worcester County, Massachusetts",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Worcester County, Massachusetts (25027) for provider 220019 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HARRINGTON MEMORIAL HOSPITAL,MA,SOUTHBRIDGE,01550,100 SOUTH STREET,external_geocode_required,external_census_candidate_ready,Exact,"100 SOUTH ST, SOUTHBRIDGE, MA, 01550",0.97,provider_original,accepted,,False
440046,2024,assign_county,47043,"Dickson County, Tennessee",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Dickson County, Tennessee (47043) for provider 440046 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HORIZON MEDICAL CENTER,TN,DICKSON,37055,111 HIGHWAY 70 EAST,external_geocode_required,external_census_candidate_ready,Exact,"111 HWY 70 E, DICKSON, TN, 37055",0.97,provider_original,accepted,,False
050211,2024,assign_county,06001,"Alameda County, California",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Alameda County, California (06001) for provider 050211 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ALAMEDA HOSPITAL,CA,ALAMEDA,94501,2070 CLINTON AVE,external_geocode_required,external_census_candidate_ready,Exact,"2070 CLINTON AVE, ALAMEDA, CA, 94501",0.97,provider_original,accepted,,False
030130,2023,assign_county,04021,"Pinal County, Arizona",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Pinal County, Arizona (04021) for provider 030130 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BANNER IRONWOOD MEDICAL CENTER,AZ,QUEEN CREEK,85140,37000 N GANTZEL ROAD,external_geocode_required,external_census_candidate_ready,Exact,"37000 N GANTZEL RD, QUEEN CREEK, AZ, 85140",0.97,provider_original,accepted,,False
460013,2024,assign_county,49049,"Utah County, Utah",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Utah County, Utah (49049) for provider 460013 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MOUNTAIN VIEW HOSPITAL,UT,PAYSON,84651,1000 EAST 100 NORTH,external_geocode_required,external_census_context_only,Non_Exact,"1000 E 100 S, PAYSON, UT, 84651",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
050498,2023,assign_county,06061,"Placer County, California",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Placer County, California (06061) for provider 050498 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SUTTER AUBURN FAITH HOSPITAL,CA,AUBURN,95602,11815 EDUCATION STREET,external_geocode_required,external_census_candidate_ready,Exact,"11815 EDUCATION ST, AUBURN, CA, 95602",0.97,provider_original,accepted,,False
360096,2023,assign_county,39029,"Columbiana County, Ohio",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Columbiana County, Ohio (39029) for provider 360096 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,EAST LIVERPOOL CITY HOSPITAL,OH,EAST LIVERPOOL,43920,425 WEST FIFTH STREET,external_geocode_required,external_census_candidate_ready,Exact,"425 W 5TH ST, EAST LIVERPOOL, OH, 43920",0.97,provider_original,accepted,,False
220108,2023,assign_county,25021,"Norfolk County, Massachusetts",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Norfolk County, Massachusetts (25021) for provider 220108 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BIDMC-MILTON HOSPITAL INC,MA,MILTON,02186,199 REEDSDALE ROAD,external_geocode_required,external_census_candidate_ready,Exact,"199 REEDSDALE RD, MILTON, MA, 02186",0.97,provider_original,accepted,,False
140011,2024,assign_county,17199,"Williamson County, Illinois",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Williamson County, Illinois (17199) for provider 140011 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HERRIN HOSPITAL,IL,HERRIN,62948,201 S. 14TH STREET,external_geocode_required,external_census_candidate_ready,Exact,"201 S 14TH ST, HERRIN, IL, 62948",0.97,provider_original,accepted,,False
310040,2023,assign_county,34017,"Hudson County, New Jersey",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hudson County, New Jersey (34017) for provider 310040 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,HOBOKEN,07030,308 WILLOW AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"308 WILLOW AVE, HOBOKEN, NJ, 07030",0.97,provider_original,accepted,,False
390178,2024,assign_county,42085,"Mercer County, Pennsylvania",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Mercer County, Pennsylvania (42085) for provider 390178 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,UPMC HORIZON HOSPITAL,PA,GREENVILLE,16125,110 NORTH MAIN STREET,external_geocode_required,external_census_candidate_ready,Exact,"110 N MAIN ST, GREENVILLE, PA, 16125",0.97,provider_original,accepted,,False
390336,2024,assign_county,42041,"Cumberland County, Pennsylvania",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Cumberland County, Pennsylvania (42041) for provider 390336 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HAMPDEN MEDICAL CENTER,PA,ENOLA,17025,2200 GOOD HOPE ROAD,external_geocode_required,external_census_context_only,Non_Exact,"2200 N GOOD HOPE RD, ENOLA, PA, 17025",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
